datetime,username,tweet,tweet_cleaned
2022-11-10 01:28:05+00:00,dhilll_diii,Kayak gini bisa kena UU TPKS ga ya?,kayak gini bisa kena uu tpks ga ya 
2022-11-09 23:28:23+00:00,ofit_dj,"Puan Maharani mendorong terbentuknya Satgas Anti Kekerasan Seksual yang dapat dikatakan sejalan dengan UU TPKS, tidak hanya sekadar mengatur soal pemulihan, penanganan, dan penyelesaian kasus kekerasan seksual https://t.co/00FjJdPuFY Kawal Puan Capres",puan maharani mendorong terbentuknya satgas anti kekerasan seksual yang dapat dikatakan sejalan dengan uu tpks  tidak hanya sekadar mengatur soal pemulihan  penanganan  dan penyelesaian kasus kekerasan seksual  kawal puan capres
2022-11-09 15:12:52+00:00,jorgianaaa,"@Umi_saaadah @mynameisislam45 Anda betul, pasal penuntutan tetap pakai hukum materiil dari kuhp. Namun proses penegakan hukum scr formil berupa acara pidana tetap harus menyesuaikan dengan ketentuan khusus dlm peraturan perundang-undangan yang berlaku saat ini, termasuk uutpks dan uu lainnya. Matur nuwun🙏",  anda betul  pasal penuntutan tetap pakai hukum materiil dari kuhp  namun proses penegakan hukum scr formil berupa acara pidana tetap harus menyesuaikan dengan ketentuan khusus dlm peraturan perundang undangan yang berlaku saat ini  termasuk uutpks dan uu lainnya  matur nuwun 
2022-11-09 15:04:26+00:00,Umi_saaadah,"@jorgianaaa @mynameisislam45 Mohon ijin ikut menambahi.
Kok jadi uutpks ya? Bukanya ini dituntut dgn kuhp? Kalo uutpks bukti visum justru malah seluruh tubuh loh, kalo gk salah gitu keterangan dari ahli hukum di persidangan ke 22 dan ahli psikologi forensik https://t.co/KQVHI1bO5w
https://t.co/LALmSl9Sjv",  mohon ijin ikut menambahi  kok jadi uutpks ya  bukanya ini dituntut dgn kuhp  kalo uutpks bukti visum justru malah seluruh tubuh loh  kalo gk salah gitu keterangan dari ahli hukum di persidangan ke    dan ahli psikologi forensik  
2022-11-09 13:16:50+00:00,jorgianaaa,"@mynameisislam45 boleh agak sedikit mencerahkan yaa mas, saksi dalam acara pidana khusus Pasal 25(3) huruf a uutpks termasuk saksi yg dimaksud tsb… (lih. gambar)

jadi itu bukan saksi ‘katanya’ karena menurut hukum, keterangan saksi tersebut valid dan sah yang penentuannya ditentukan oleh hakim. https://t.co/zdoNV59mut", boleh agak sedikit mencerahkan yaa mas  saksi dalam acara pidana khusus pasal       huruf a uutpks termasuk saksi yg dimaksud tsb   lih  gambar   jadi itu bukan saksi  katanya  karena menurut hukum  keterangan saksi tersebut valid dan sah yang penentuannya ditentukan oleh hakim  
2022-11-09 12:13:12+00:00,fadliyatiulya,Highlight: Semua negara apresiasi adanya UU TPKS dan Revisi UU Perkawinan atas usia minimum menikah. TAPI YASONNA MALAH BAHAS OMNIBUS LAW 💩,highlight  semua negara apresiasi adanya uu tpks dan revisi uu perkawinan atas usia minimum menikah  tapi yasonna malah bahas omnibus law  
2022-11-09 12:11:56+00:00,nabillaSN24,"Puan Maharani mendorong terbentuknya Satgas Anti Kekerasan Seksual yang dapat dikatakan sejalan dengan UU TPKS, tidak hanya sekadar mengatur soal pemulihan, penanganan, dan penyelesaian kasus kekerasan seksual  Kawal Puan Capres https://t.co/AKGJbbgyW5",puan maharani mendorong terbentuknya satgas anti kekerasan seksual yang dapat dikatakan sejalan dengan uu tpks  tidak hanya sekadar mengatur soal pemulihan  penanganan  dan penyelesaian kasus kekerasan seksual  kawal puan capres 
2022-11-09 11:15:21+00:00,mmdsyndicate,"Kasus pelecehan seksual masih tinggi di angkutan umum. Bagaimana strategi menghapusnya?

https://t.co/tM7xKZKkHz

#kompasianacom
#headline
#pelecehanseksual
#uutpks
#beliinselalu",kasus pelecehan seksual masih tinggi di angkutan umum  bagaimana strategi menghapusnya         
2022-11-09 10:51:06+00:00,WikiDPR1,"#Kom3 #RUUKUHP Wamenkumham RI: Kami juga menambahkan satu pasal terkait penegasan beberapa tindak pidana dalam RUU KUHP sebagai Tindak Pidana Kekerasan Seksual (TPKS). Ini sebagai salah satu bentuk harmonisasi dan sinkronisasi, karena kita telah memiliki UU TPKS.",  wamenkumham ri  kami juga menambahkan satu pasal terkait penegasan beberapa tindak pidana dalam ruu kuhp sebagai tindak pidana kekerasan seksual  tpks   ini sebagai salah satu bentuk harmonisasi dan sinkronisasi  karena kita telah memiliki uu tpks 
2022-11-09 10:35:47+00:00,KomnasPerempuan,"Tweeps, implementasi UU TPKS serta tantangannya perlu kita bahas agar dapat dipahami, dan bersama-sama memastikan terlaksanannya penegakan hukum, akses penanganan dan pemulihan terhadap korban kekerasan seksual. 

Simak di Twitter Spaces, Jumat 11 Nov 2022, Pukul 14.00 WIB. https://t.co/0ypxUJLsx2",tweeps  implementasi uu tpks serta tantangannya perlu kita bahas agar dapat dipahami  dan bersama sama memastikan terlaksanannya penegakan hukum  akses penanganan dan pemulihan terhadap korban kekerasan seksual    simak di twitter spaces  jumat    nov       pukul       wib  
2022-11-08 22:09:58+00:00,cacing_nagari,"@Iman975586991 @heggykearens Mau nyobain? pengen jadi korban atau pelaku? coba bayangin kalo jadi korban yang diraba-raba atau disodomi. Kalau jadi oelaku, coba bayangin gimana rasanya hidup di penjara. Inget ya, ada UU TPKS buat kamu",  mau nyobain  pengen jadi korban atau pelaku  coba bayangin kalo jadi korban yang diraba raba atau disodomi  kalau jadi oelaku  coba bayangin gimana rasanya hidup di penjara  inget ya  ada uu tpks buat kamu
2022-11-08 05:39:13+00:00,IPI_Indonesia22,"dan pemeriksaan di sidang pengadilan (hukum acara pidana khusus). Keempat, UU TPKS memperluas cakupan alat bukti, di antaranya surat keterangan psikolog klinis ataupun dari dokter spesialis kedokteran jiwa; rekam medis atau hasil pemeriksaan forensik; dan data, rekaman, atau",dan pemeriksaan di sidang pengadilan  hukum acara pidana khusus   keempat  uu tpks memperluas cakupan alat bukti  di antaranya surat keterangan psikolog klinis ataupun dari dokter spesialis kedokteran jiwa  rekam medis atau hasil pemeriksaan forensik  dan data  rekaman  atau
2022-11-08 05:39:12+00:00,IPI_Indonesia22,"Kedua, adanya proses pemulihan terhadap korban kekerasan seksual. UU TPKS menyediakan berbagai penanganan, pemulihan, dan perlindungan korban, baik sebelum maupun selama proses peradilan. Ketiga, korban mendapatkan bantuan dalam proses penyidikan, penuntutan,",kedua  adanya proses pemulihan terhadap korban kekerasan seksual  uu tpks menyediakan berbagai penanganan  pemulihan  dan perlindungan korban  baik sebelum maupun selama proses peradilan  ketiga  korban mendapatkan bantuan dalam proses penyidikan  penuntutan 
2022-11-08 05:39:09+00:00,IPI_Indonesia22,"Penegakkan hukum tersebut harus mengedepankan berbagai asas perlindungan perempuan yang seringkali dijadikan objek kekerasan, serta perlu adanya sensitifitas gender dalam hal aturan yang dinilai tidak diskriminatif.
Sejalan dengan tujuan UU TPKS, yaitu mencegah segala bentuk",penegakkan hukum tersebut harus mengedepankan berbagai asas perlindungan perempuan yang seringkali dijadikan objek kekerasan  serta perlu adanya sensitifitas gender dalam hal aturan yang dinilai tidak diskriminatif  sejalan dengan tujuan uu tpks  yaitu mencegah segala bentuk
2022-11-08 05:39:07+00:00,IPI_Indonesia22,"Pasal 21 ayat (1) Undang-undang Dasar 1945 menjelaskan adanya pengakuan terhadap prinsip persamaan bagi seluruh warga negara tanpa terkecuali. Adanya UU TPKS tidak hanya dapat menjamin hak konsitusi kelompok perempuan saja,",pasal    ayat     undang undang dasar      menjelaskan adanya pengakuan terhadap prinsip persamaan bagi seluruh warga negara tanpa terkecuali  adanya uu tpks tidak hanya dapat menjamin hak konsitusi kelompok perempuan saja 
2022-11-08 05:18:01+00:00,Arief_2792,"@Aiman_Im369 @heggykearens Bisa2nya lo nyalahin korban! Inget bang skrg ada UU TPKS, plus Permendikbud 30 sm Permenag 73",  bisa nya lo nyalahin korban  inget bang skrg ada uu tpks  plus permendikbud    sm permenag   
2022-11-07 13:00:00+00:00,G24Golkarbabel,"JANGAN AMPE KDRT

Lagi heboh soal KDRT yang menimpa artis Indonesia sampai Ahmad bingung kok bisa ya ada yang tega kayak gitu? Kira-kira gimana ya undang-undang buat perlindungan korban? Simak videonya sampai akhir yaa

#KDRT #UUTPKS #golkar2024 #babel https://t.co/7g02Rzk2e7",jangan ampe kdrt  lagi heboh soal kdrt yang menimpa artis indonesia sampai ahmad bingung kok bisa ya ada yang tega kayak gitu  kira kira gimana ya undang undang buat perlindungan korban  simak videonya sampai akhir yaa    
2022-11-07 10:54:15+00:00,swettiepuppys,@lovey0uz Tindakan yang memberikan komentar orang lain di media sosial yang bermuatan pelecehan seksual termasuk ke dalam kategori kekerasan seksual.[3] Tindakan ini dapat dipidana berdasarkan Pasal 5 UU TPKS tentang pelecehan seksual nonfisksi, tindakan yang memberikan komentar orang lain di media sosial yang bermuatan pelecehan seksual termasuk ke dalam kategori kekerasan seksual     tindakan ini dapat dipidana berdasarkan pasal   uu tpks tentang pelecehan seksual nonfisksi
2022-11-07 10:00:03+00:00,golkar24kaltara,"JANGAN AMPE KDRT

Lagi heboh soal KDRT yang menimpa artis Indonesia sampai Ahmad bingung kok bisa ya ada yang tega kayak gitu? Kira-kira gimana ya undang-undang buat perlindungan korban? Simak videonya sampai akhir yaa

#KDRT #UUTPKS #golkar2024 #kaltara https://t.co/GlHrPQVqBL",jangan ampe kdrt  lagi heboh soal kdrt yang menimpa artis indonesia sampai ahmad bingung kok bisa ya ada yang tega kayak gitu  kira kira gimana ya undang undang buat perlindungan korban  simak videonya sampai akhir yaa    
2022-11-07 10:00:00+00:00,g24bengkulu,"JANGAN AMPE KDRT

Lagi heboh soal KDRT yang menimpa artis Indonesia sampai Ahmad bingung kok bisa ya ada yang tega kayak gitu? Kira-kira gimana ya undang-undang buat perlindungan korban? Simak videonya sampai akhir yaa

#KDRT #UUTPKS #golkar2024 #bengkulu https://t.co/QV1l2i2Nu4",jangan ampe kdrt  lagi heboh soal kdrt yang menimpa artis indonesia sampai ahmad bingung kok bisa ya ada yang tega kayak gitu  kira kira gimana ya undang undang buat perlindungan korban  simak videonya sampai akhir yaa    
2022-11-07 09:00:00+00:00,golkar2024jambi,"JANGAN AMPE KDRT

Lagi heboh soal KDRT yang menimpa artis Indonesia sampai Ahmad bingung kok bisa ya ada yang tega kayak gitu? Kira-kira gimana ya undang-undang buat perlindungan korban? Simak videonya sampai akhir yaa

#KDRT #UUTPKS #golkar2024 #jambi https://t.co/q5qnC1cq73",jangan ampe kdrt  lagi heboh soal kdrt yang menimpa artis indonesia sampai ahmad bingung kok bisa ya ada yang tega kayak gitu  kira kira gimana ya undang undang buat perlindungan korban  simak videonya sampai akhir yaa    
2022-11-07 06:52:21+00:00,EnricoE39,"Hadirilah webinar mengupas UU No. 12 Tahun 2022 Tentang Tindak Pidana Kekerasan Seksual, yang diselenggarakan “Arzetti Indonesia Lawfirm”, utk bahasan mencegah TPKS di lingkup korporasi

Webinarnya free! Sila daftar di:
https://t.co/KTreJeIzHK https://t.co/ksWAMzd5LL",hadirilah webinar mengupas uu no     tahun      tentang tindak pidana kekerasan seksual  yang diselenggarakan  arzetti indonesia lawfirm   utk bahasan mencegah tpks di lingkup korporasi  webinarnya free  sila daftar di   
2022-11-07 00:34:38+00:00,PortalBontang,DKP3A Kaltim Harap Peran Jurnalis Sosialisasikan UU TPKS ke Masyarakat https://t.co/WBAZ06pHgF,dkp a kaltim harap peran jurnalis sosialisasikan uu tpks ke masyarakat 
2022-11-06 13:57:59+00:00,jalarakar,"Sudah 8 bulan UU TPKS disahkan oleh DPR RI, akan tetapi masih banyak kasus kekerasan seksual yang belum tertangani dengan baik. Salah satunya kasus dugaan kekerasan seksual yang dilakukan oleh seorang mantan aktivis LAMRI Surabaya (AS). @beranihadapi @LAMRISURABAYA https://t.co/x45w1BqDox",sudah   bulan uu tpks disahkan oleh dpr ri  akan tetapi masih banyak kasus kekerasan seksual yang belum tertangani dengan baik  salah satunya kasus dugaan kekerasan seksual yang dilakukan oleh seorang mantan aktivis lamri surabaya  as    
2022-11-06 13:42:26+00:00,nuyuy_yups,"“Segala bentuk kekerasan pada siapapun, apalagi pada perempuan tidaklah dibenarkan. Kekerasan memiliki dampak serius tdk hanya dari fisik namun juga dari psikologi korban. Mari putus rantai kekerasan dengan UU PKDRT dan UU TPKS.”  -- Puan Maharani https://t.co/lxSita8kq4 Tetap", segala bentuk kekerasan pada siapapun  apalagi pada perempuan tidaklah dibenarkan  kekerasan memiliki dampak serius tdk hanya dari fisik namun juga dari psikologi korban  mari putus rantai kekerasan dengan uu pkdrt dan uu tpks       puan maharani  tetap
2022-11-06 12:04:55+00:00,JokoPriambodo12,@MCAOps Pates uu TPKS Y di tolak tryata fekas wahabi tukang cabul https://t.co/VNHoq6SDGP, pates uu tpks y di tolak tryata fekas wahabi tukang cabul 
2022-11-06 09:54:25+00:00,FaktualN,"Jadi Pemateri di UPN, Tama Minta Masyarakat Berperan Aktif dalam Partisipasi UU TPKS https://t.co/AuUiBlvf6p",jadi pemateri di upn  tama minta masyarakat berperan aktif dalam partisipasi uu tpks 
2022-11-06 08:50:55+00:00,tega_ya,Kemen PPPA Gandeng LRT Sosialisasikan UU TPKS - Tribratanews Polda Kepri https://t.co/eHtMsDlMIv,kemen ppa gandeng lrt sosialisasikan uu tpks   tribratanews polda kepri 
2022-11-06 07:36:03+00:00,jeongjaehyyunn,"butuh joki yg bisa ngerjain ini

Rangkum webinar (bagian Valentina), buat kesimpulan, UU TPKS ini berdasarkan pengelompokan hukum yang ada itu masuk mana plus argumentasi. Kumpul TULIS TANGAN. Maks 2 halaman. KERTAS ULANGAN BERGARIS  
 #zonauang #jokitugas #joki",butuh joki yg bisa ngerjain ini  rangkum webinar  bagian valentina   buat kesimpulan  uu tpks ini berdasarkan pengelompokan hukum yang ada itu masuk mana plus argumentasi  kumpul tulis tangan  maks   halaman  kertas ulangan bergaris     
2022-11-06 01:31:47+00:00,PortalBontang,DKP3A Kaltim Tunggu Instruksi Kementerian PPPA dalam Sosialisasi UU TPKS https://t.co/FqtDBL9J8W,dkp a kaltim tunggu instruksi kementerian ppa dalam sosialisasi uu tpks 
2022-11-06 01:26:28+00:00,PortalBontang,"Sosialisasi UU TPKS, DKP3A Kaltim Sasar Daerah dengan Kasus Kekerasan Tinggi https://t.co/0W41RIC4BD",sosialisasi uu tpks  dkp a kaltim sasar daerah dengan kasus kekerasan tinggi 
2022-11-05 16:47:04+00:00,FunderRei,Ketua Bidang Hukum DPP Perindo Minta Masyarakat Aktif Implementasikan UU TPKS https://t.co/pwgEaNubOT,ketua bidang hukum dpp perindo minta masyarakat aktif implementasikan uu tpks 
2022-11-05 16:42:56+00:00,KartumerahNews,Ketua Bidang Hukum DPP Perindo Minta Masyarakat Aktif Implementasikan UU TPKS https://t.co/gcQeDX12V5,ketua bidang hukum dpp perindo minta masyarakat aktif implementasikan uu tpks 
2022-11-05 16:37:46+00:00,okezonenews,Tama S Langkun Minta Masyarakat Berperan Aktif dalam Partisipasi UU TPKS #LengkapCepatBeritanya #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/Ynrws2Vdyz,tama s langkun minta masyarakat berperan aktif dalam partisipasi uu tpks    
2022-11-05 16:30:46+00:00,SINDOnews,"Ketua Bidang Hukum DPP Perindo Minta Masyarakat Aktif Implementasikan UU TPKS

 #Sindonews #BukanBeritaBiasa .https://t.co/MlV0qzGHEU",ketua bidang hukum dpp perindo minta masyarakat aktif implementasikan uu tpks     
2022-11-05 02:07:43+00:00,PortalBontang,"UU TPKS Disahkan, Ini Tanggapan DP2PA Samarinda https://t.co/tSGeLfcnaO",uu tpks disahkan  ini tanggapan dp pa samarinda 
2022-11-05 01:03:55+00:00,ResidentSammy,@NasDem jgn kenceng2 woii.. ntar kedengersn sm PKS yg ga setuju ada TPKS gmn?.. klen ini mo koalisi klo blm apa2 ud berantem krn BEDA VISI MISI gmn mo jd menggalang pemerintahan yg kuat nanti nya?.. dr skrg nasdem hrs ud mikirin gmn cara spy SELANGKANGAN bs masuk UU.. biar sm ama PKS, jgn kenceng  woii   ntar kedengersn sm pks yg ga setuju ada tpks gmn    klen ini mo koalisi klo blm apa  ud berantem krn beda visi misi gmn mo jd menggalang pemerintahan yg kuat nanti nya    dr skrg nasdem hrs ud mikirin gmn cara spy selangkangan bs masuk uu   biar sm ama pks
2022-11-04 10:11:22+00:00,CakraWikara,"Nah, hadirnya PMA No. 73 Tahun 2022 sangat penting untuk memperkuat implementasi UU TPKS agar lembaga pendidikan di Indonesia merdeka dari kekerasan seksual. 
Yuk, kita dukung terus upaya pencegahan dan penanganan kekerasan seksual di lingkungan kita! https://t.co/4bivrVBCHK",nah  hadirnya pma no     tahun      sangat penting untuk memperkuat implementasi uu tpks agar lembaga pendidikan di indonesia merdeka dari kekerasan seksual   yuk  kita dukung terus upaya pencegahan dan penanganan kekerasan seksual di lingkungan kita  
2022-11-04 09:33:18+00:00,OppaHan4,"@NasDem UU TPKS sudah ada, katanya Kasus seperti ini menurun Drastis... trus masih butuh Lembaga apalagi..???? 

Aturan dan Peraturan yg terlalu banyak bukannya menyelesaikan masalah akan tetapi semakin Birokrasi dlm menangani masalah. 

@KemensosRI sdh ada, Legislatif hrsnya reaktif.", uu tpks sudah ada  katanya kasus seperti ini menurun drastis   trus masih butuh lembaga apalagi       aturan dan peraturan yg terlalu banyak bukannya menyelesaikan masalah akan tetapi semakin birokrasi dlm menangani masalah     sdh ada  legislatif hrsnya reaktif 
2022-11-04 09:13:27+00:00,jurnalperempuan,"(4)

Mari kita kawal implementasi UU TPKS bersama-sama! 💪💜 https://t.co/guDRgsfP0z",     mari kita kawal implementasi uu tpks bersama sama     
2022-11-04 09:13:22+00:00,jurnalperempuan,"(3/1)

Ternyata kekerasan seksual di lingkungan pendidikan dihukum lebih berat!

Yup, dalam Pasal 15 ayat (1) UU TPKS, kekerasan seksual oleh tenaga kesehatan, tenaga medis, pendidik, tenaga pendidik, atau tenaga profesional lain, hukumannya ditambah 1/3 dari vonis.",       ternyata kekerasan seksual di lingkungan pendidikan dihukum lebih berat   yup  dalam pasal    ayat     uu tpks  kekerasan seksual oleh tenaga kesehatan  tenaga medis  pendidik  tenaga pendidik  atau tenaga profesional lain  hukumannya ditambah     dari vonis 
2022-11-04 08:44:12+00:00,KAPAL_Perempuan,"Masyarakat bisa berpartisipasi dalam pencegahan dan pemulihan Korban Tindak Pidana Kekerasan Seksual. 

#KawalImplementasiUUTPKS
#UUTPKS
#KAPALPerempuan https://t.co/YCbaA35iUP",masyarakat bisa berpartisipasi dalam pencegahan dan pemulihan korban tindak pidana kekerasan seksual       
2022-11-04 08:42:45+00:00,NasDem,"Sejak disahkan pada bulan April 2022 lalu, menurutnya sampai saat ini belum ada tanda-tanda pemerintah menelurkan satu pun aturan turunannya.

Lengkapnya https://t.co/XaB4idFKJV

#PaeraiNasDem #NasDemPeduli #UUTPKS #NasDemBersamaRakyat",sejak disahkan pada bulan april      lalu  menurutnya sampai saat ini belum ada tanda tanda pemerintah menelurkan satu pun aturan turunannya   lengkapnya     
2022-11-03 06:36:45+00:00,KomnasPerempuan,"Halo Tweeps ada perubahan waktu Live Talkshow Mengenali UU TPKS dan Komnas Perempuan nih! Jangan lewatkan di hari ini, Pukul 18.00 WIB.

Yuk kenali UU TPKS agar dapat kita gunakan. Follow IG Komnas Perempuan supaya nggak ketinggalan infonya ya! https://t.co/FvgJPohrH5",halo tweeps ada perubahan waktu live talkshow mengenali uu tpks dan komnas perempuan nih  jangan lewatkan di hari ini  pukul       wib   yuk kenali uu tpks agar dapat kita gunakan  follow ig komnas perempuan supaya nggak ketinggalan infonya ya  
2022-11-02 15:08:53+00:00,jeongjaehyyunn,"butuh joki yg bisa ngerjain ini

Rangkum webinar (bagian Valentina), buat kesimpulan, UU TPKS ini berdasarkan pengelompokan hukum yang ada itu masuk mana plus argumentasi. Kumpul TULIS TANGAN. Maks 2 halaman. KERTAS ULANGAN BERGARIS  
 #zonauang #jokitugas #joki",butuh joki yg bisa ngerjain ini  rangkum webinar  bagian valentina   buat kesimpulan  uu tpks ini berdasarkan pengelompokan hukum yang ada itu masuk mana plus argumentasi  kumpul tulis tangan  maks   halaman  kertas ulangan bergaris     
2022-11-02 13:02:43+00:00,jeongjaehyyunn,"butuh joki yg bisa ngerjain ini

Rangkum webinar (bagian Valentina), buat kesimpulan, UU TPKS ini berdasarkan pengelompokan hukum yang ada itu masuk mana plus argumentasi. Kumpul TULIS TANGAN. Maks 2 halaman. KERTAS ULANGAN BERGARIS  
 #zonauang #jokitugas",butuh joki yg bisa ngerjain ini  rangkum webinar  bagian valentina   buat kesimpulan  uu tpks ini berdasarkan pengelompokan hukum yang ada itu masuk mana plus argumentasi  kumpul tulis tangan  maks   halaman  kertas ulangan bergaris     
2022-11-02 05:54:07+00:00,mengggurl,"@afiiitz10 @loserstatement @evimsofian terlepas dia homophobic, tapi kan tetep aja dia ngejokes tentang feminis, yg mana feminis ini juga pengaruh besar buat mengangkat isu KS sampe UU TPKS disahkan. dan feminis juga gak mandang korbannya perempuan atau laki-laki. sekarang masih mau ngeremehin feminis juga?",  terlepas dia homophobic  tapi kan tetep aja dia ngejokes tentang feminis  yg mana feminis ini juga pengaruh besar buat mengangkat isu ks sampe uu tpks disahkan  dan feminis juga gak mandang korbannya perempuan atau laki laki  sekarang masih mau ngeremehin feminis juga 
2022-11-02 03:32:05+00:00,fvckinglify,@collegemenfess UU TPKS UDAH SAHH KAKKK AYOOOO LAPORRRRRRRRR, uu tpks udah sahh kakk ayoo laporr
2022-11-02 00:01:01+00:00,geachic,uu tpks dibuat untuk apa? uda sampe ada uu kan ... tp perkara pelecahan masih aja dianggap sebelah mata,uu tpks dibuat untuk apa  uda sampe ada uu kan    tp perkara pelecahan masih aja dianggap sebelah mata
2022-11-01 11:57:19+00:00,holyaah,Mabok UU tpks 😵🤯,mabok uu tpks   
2022-11-01 11:13:20+00:00,Inspiralaw_id,"Akan tetapi saat ini sudah ada yang mengatur hal tersebut, memang tidak spesifik ditujukan pada laki-laki karena pasal 4 UU TPKS membahas masalah perkosaan secara umum tanpa melihat gender dengan syarat memenuhi unsur yang sudah ada.",akan tetapi saat ini sudah ada yang mengatur hal tersebut  memang tidak spesifik ditujukan pada laki laki karena pasal   uu tpks membahas masalah perkosaan secara umum tanpa melihat gender dengan syarat memenuhi unsur yang sudah ada 
2022-11-01 11:13:13+00:00,Inspiralaw_id,"Perlindungan hukum atau sanksi terpadat pada Pasal 6 huruf a, b, dan c UU TPKS untuk setiap orang yang melakukan kekerasan seksual secara fisik.",perlindungan hukum atau sanksi terpadat pada pasal   huruf a  b  dan c uu tpks untuk setiap orang yang melakukan kekerasan seksual secara fisik 
2022-11-01 11:13:12+00:00,Inspiralaw_id,"Jenis-jenis tindak pidana kekerasan seksual menurut Pasal 4 UU TPKS yaitu, pelecehan seksual fisik, pelecehan seksual nonfisik, pemaksaan kontrasepsi, pemaksaan sterilisasi, pemaksaan perkawinan, penyiksaan seksual, eksploitasi seksual, perbudakan seksual, dan sebagainya.",jenis jenis tindak pidana kekerasan seksual menurut pasal   uu tpks yaitu  pelecehan seksual fisik  pelecehan seksual nonfisik  pemaksaan kontrasepsi  pemaksaan sterilisasi  pemaksaan perkawinan  penyiksaan seksual  eksploitasi seksual  perbudakan seksual  dan sebagainya 
2022-11-01 11:13:11+00:00,Inspiralaw_id,"Negara kita sudah mengatur undang-undang yang berperspektif gender, yaitu Undang-Undang Nomor 12 Tahun 2022 tentang Tindak Pidana Kekerasan Seksual (UU TPKS) yang peka terhadap kekerasan seksual tanpa pandang gender.",negara kita sudah mengatur undang undang yang berperspektif gender  yaitu undang undang nomor    tahun      tentang tindak pidana kekerasan seksual  uu tpks  yang peka terhadap kekerasan seksual tanpa pandang gender 
2022-11-01 08:20:57+00:00,KomnasPerempuan,"Komnas Perempuan mengajak kamu untuk mengenali UU TPKS, serta Komnas Perempuan sebagai lembaga yang turut diberi mandat dalam pemantauan pelaksanaan UU TPKS melalui live talkshow di Instagram. 

Follow instagram Komnas Perempuan, agar kamu nggak ketinggalan infonya ya! https://t.co/IuaUBQfTyG",komnas perempuan mengajak kamu untuk mengenali uu tpks  serta komnas perempuan sebagai lembaga yang turut diberi mandat dalam pemantauan pelaksanaan uu tpks melalui live talkshow di instagram    follow instagram komnas perempuan  agar kamu nggak ketinggalan infonya ya  
2022-11-01 02:55:31+00:00,KopBam,"@detikcom @detik_sulsel Gw waktu awal tahun ngajuin siswi PKL, selama 2 bulan deg-degan. Pengin banget ngeliat PNS di Dinas Perlindungan Anak dan Perempuan yang sibuk sosialisasi UU TPKS. MoU dengan semua perangkat daerah.",  gw waktu awal tahun ngajuin siswi pkl  selama   bulan deg degan  pengin banget ngeliat pns di dinas perlindungan anak dan perempuan yang sibuk sosialisasi uu tpks  mou dengan semua perangkat daerah 
2022-10-31 17:23:01+00:00,kokokribow,"@riopalee @alxxcst @poponkerok NGAKAK BANGET. LGBT SAMA FEMINIS ADA SUPREMASI DARI MANA?
Lgbt mau jadi diri sendiri aja masih banyak dikucilin sama lingkungan dan keluarga. Feminis berusaha ngegolin UU TPKS aja setengah mati. Boro"" mau supremasi",  ngakak banget  lgbt sama feminis ada supremasi dari mana  lgbt mau jadi diri sendiri aja masih banyak dikucilin sama lingkungan dan keluarga  feminis berusaha ngegolin uu tpks aja setengah mati  boro  mau supremasi
2022-10-31 13:26:41+00:00,IDNTimesJogja,"Kasus kekerasan seksual yang dialami atlet gulat di Bantul sudah menunjukkan adanya relasi kuasa antara korban dan pelaku. Oleh karenanya, UU TPKS dapat diterapkan. https://t.co/93IC53nnOy https://t.co/LMzTcWmaau",kasus kekerasan seksual yang dialami atlet gulat di bantul sudah menunjukkan adanya relasi kuasa antara korban dan pelaku  oleh karenanya  uu tpks dapat diterapkan   
2022-10-31 13:09:39+00:00,lrtjkt,"Dalam rangka mendukung sosialiasi Undang-Undang Tindak Pidana Kekerasan Seksual (UU TPKS), peringatan Hari Sumpah Pemuda dan menyambut Hari Ibu https://t.co/x20mPbvdZK",dalam rangka mendukung sosialiasi undang undang tindak pidana kekerasan seksual  uu tpks   peringatan hari sumpah pemuda dan menyambut hari ibu 
2022-10-31 12:48:35+00:00,cupasyalala,"“Segala bentuk kekerasan pada siapapun, apalagi pada perempuan tidaklah dibenarkan. Kekerasan memiliki dampak serius tdk hanya dari fisik namun juga dari psikologi korban. Mari putus rantai kekerasan dengan UU PKDRT dan UU TPKS.”  -- Puan Maharani https://t.co/Xg0sXTElRT 202", segala bentuk kekerasan pada siapapun  apalagi pada perempuan tidaklah dibenarkan  kekerasan memiliki dampak serius tdk hanya dari fisik namun juga dari psikologi korban  mari putus rantai kekerasan dengan uu pkdrt dan uu tpks       puan maharani     
2022-10-31 12:19:25+00:00,nmeh0,"“Segala bentuk kekerasan pada siapapun, apalagi pada perempuan tidaklah dibenarkan. Kekerasan memiliki dampak serius tdk hanya dari fisik namun juga dari psikologi kus rantai kekerasan dengan UU PKDRT dan UU TPKS.”  -- Puan Maharani https://t.co/gyamkqeSSK 2024 presiden peremPUAN", segala bentuk kekerasan pada siapapun  apalagi pada perempuan tidaklah dibenarkan  kekerasan memiliki dampak serius tdk hanya dari fisik namun juga dari psikologi kus rantai kekerasan dengan uu pkdrt dan uu tpks       puan maharani       presiden perempuan
